ORGANIZAÇÃO;SERVIÇO;NOME FANTASIA;CAPAC.; VALOR MENSAL 
ASSOCIAÇÃO SANTO AGOSTINHO - ASA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;RECANTO DOS PÁSSAROS;120;37738
ASSOCIAÇÃO SANTO AGOSTINHO - ASA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;RECANTO PRIMAVERA - ASA;120;37738
ASSOCIAÇÃO SANTO AGOSTINHO - ASA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;RECANTO SANTA MÔNICA;100;34192
ASSOCIAÇÃO SANTO AGOSTINHO - ASA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;RECANTO SÃO JOSÉ - ASA;120;37738
ASSOCIAÇÃO SANTO AGOSTINHO - ASA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;RECANTO GAETANO E CARMELA;100;34192
ASSOCIAÇÃO SANTO AGOSTINHO;CENTRO DIA PARA IDOSO;CENTRO DIA LAR SANTO ALBERTO;30;77696
ASSOCIAÇÃO SÓCIO CULTURAL MADRE TERESA DE JESUS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA ELISA MARIA;210;66365
ASSOCIAÇÃO SOLIDARIEDADE E ESPERANÇA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PAULO VI;120;37738
ASSOCIAÇÃO SOLIDARIEDADE E ESPERANÇA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CLARET;120;37738
ASSOCIAÇÃO UNIÃO DA JUTA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ UNIÃO DA JUTA;60;32737
ASSOCIAÇÃO UNIÃO DA JUTA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SEMEANDO ESPERANÇA;120;44008
ASSOCIAÇÃO UNIÃO DA JUTA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA MARGARIDA MARIA ALVES;120;43658
ASSOCIAÇÃO UNIÃO DA JUTA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;NÚCLEO CULTURAL SONHO JOVEM;180;60037
ASSOCIAÇÃO UNIÃO DA JUTA;CENTRO DIA PARA IDOSO;CENTRO DIA PARA IDOSOS UNIÃO DA JUTA;30;88620
ASSOCIAÇÃO VIDA CARRAPICHO;Serviço de Acolhimento Institucional para Crianças e Adolescentes para apoio à central de vagas da SMADS;CARRAPICHO;20;99242
ASSOCIAÇÃO VIDA CARRAPICHO;Serviço de Acolhimento Institucional para Crianças e Adolescentes para apoio à central de vagas da SMADS;SAICA CARRAPICHO II;20;95621
ASSOCIAÇÃO VIDA CARRAPICHO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA VIDA CARRAPICHO;20;93363
ASSOCIAÇÃO VIDA CARRAPICHO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA VIDA CARRAPICHO IV;20;75464
ASSOCIAÇÃO VIDA ESTRELA DE DAVI;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PROJETO VIDA;180;60037
ASSOCIAÇÃO VIVER EM FAMILIA PARA UM FUTURO MELHOR;SCFV - MODALIDADE CLUBE DA TURMA - Atend. à crianças, adolescentes e jovens de 06 a 17 anos e 11 meses;PROJETO VIVER;240;78712
ASSOCIAÇÃO VIVER MELHOR DO JARDIM MIRIAM;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;VIVER MELHOR;100;18446
ASSOCIAÇÃO VIVER MELHOR DO JARDIM MIRIAM;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;0;120;46054
ASSOCIAÇÃO VIVER MELHOR DO JARDIM MIRIAM;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JABAQUARA;60;32997
ASSORAVIM - ASSOCIAÇÃO REIVINDICATIVA E ASSISTENCIAL DE VILA MEDEIROS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;ASSORAVIM;60;28373
BENEFICENCIA NIPO-BRASILEIRA DE SÃO PAULO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA ENKYO  - UNIDADE AMAMI;120;37738
CAAP-ASA ASSISTÊNCIA SOCIAL AO ADOLESCENTE;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP CAAP-ASA;200;91533
CADES - CENTRO DE APOIO E DESENVOLVIMENTO SOCIAL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;FUTURO ESPERANÇA;120;41208
CAMINHANDO NÚCLEO DE EDUCAÇÃO E AÇÃO SOCIAL;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência III a Partir de 15 Anos;0;80;45507
CAMP PINHEIROS - CENTRO ASSISTENCIAL DE MOTIVAÇÃO PROFISSIONAL;CENTRO DIA PARA IDOSO;0;30;77696
CÁRITAS DIOCESANA DE CAMPO LIMPO;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE / MA VILA ANDRADE;105;55080
CÁRITAS DIOCESANA DE CAMPO LIMPO;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE/MA JARDIM ANGELA I;120;58146
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;SÃO FRANCISCO DE ASSIS;100;16882
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI SÃO PAULO APÓSTOLO;100;16882
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM INGÁ;150;50478
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;IMACULADA CONCEIÇÃO;120;37738
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PARÓQUIA SANTO ANTONIO;120;37738
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM SÃO BENTO;180;55129
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CASA DA CRIANÇA E DO ADOLESCENTE;90;31445
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM GUARAU - SÃO MIGUEL;60;24488
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM JAQUELINE - SÃO GABRIEL;60;24488
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;INSTITUTO CARDEAL ROSSI;90;34528
CÁRITAS DIOCESANA DE CAMPO LIMPO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CAMPO LIMPO;20;78687
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI ARACATI;100;16882
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;INSTITUTO RURAL;240;67535
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SÃO LUIZ GONZAGA;90;31445
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM DOS REIS;120;37738
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;NOSSA SENHORA APARECIDA;90;31445
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA NOSSA SRA. DA PROVIDÊNCIA;180;61980
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM JAQUELINE - SÃO MATEUS;120;37738
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SÃO JOSÉ;240;73303
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;MÃE ADMIRÁVEL;120;37738
CARITAS DIOCESANA DE CAMPO LIMPO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA DA ÁRVORE;20;72805
CÁRITAS DIOCESANA DE CAMPO LIMPO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI SAGRADA FAMILIA;100;16882
CARITAS DIOCESANA DE CAMPO LIMPO;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE-MA VILA SÔNIA;105;56667
CARITAS DIOCESANA DE CAMPO LIMPO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA VILA SÔNIA;15;81641
CARITAS DIOCESANA DE CAMPO LIMPO;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE / MA JARDIM SÃO LUIZ;75;42474
CASA DA CRIANÇA E DO ADOLESCENTE DE SANTO AMARO - GROSSARL;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;0;20;67805
CASA DA CRIANÇA E DO ADOLESCENTE DE SANTO AMARO - GROSSARL;CASA LAR;CASA LAR GROSSARL;10;37072
CASA DA TERCEIRA IDADE TEREZA BUGOLIM;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;TEREZA BUGOLIM;200;39328
"CASA DE ACOLHIDA ""FILHOS PREDILETOS"" - FRATERNIDADE MISSIONÁRIA ""O CAMINHO""";INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS - ILPI;ILPI MADRE TEREZA DE CALCUTÁ;30;99289
CASA DE ASSISTÊNCIA FILADÉLFIA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF PONTE RASA;1000;56087
CASA DE ASSISTÊNCIA FILADÉLFIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CASA FILADÉLFIA;180;55129
CASA DE ISABEL CENTRO DE APOIO À MULHER À CRIANÇA E O ADOLESCENTE VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E SITUAÇÃO DE RISCO;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF ITAIM PAULISTA 2;1000;69930
CASA DE ISABEL CENTRO DE APOIO À MULHER À CRIANÇA E O ADOLESCENTE VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E SITUAÇÃO DE RISCO;CENTRO DE DEFESA E DE CONVIVÊNCIA DA MULHER;PROJETO NANÁ SERAFIM;100;38546
CASA DE ISABEL CENTRO DE APOIO À MULHER À CRIANÇA E O ADOLESCENTE VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E SITUAÇÃO DE RISCO;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;PROJETO CATAVENTO;120;68214
CASA DE ISABEL CENTRO DE APOIO À MULHER À CRIANÇA E O ADOLESCENTE VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E SITUAÇÃO DE RISCO;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;PROJETO VAGALUME;120;67603
CASA DE ISABEL CENTRO DE APOIO À MULHER À CRIANÇA E O ADOLESCENTE VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E SITUAÇÃO DE RISCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA BEIJA FLOR;20;88249
CASA DE ISABEL CENTRO DE APOIO À MULHER À CRIANÇA E O ADOLESCENTE VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E SITUAÇÃO DE RISCO;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ CASA DE ISABEL;120;31868
CASA DE ISABEL CENTRO DE APOIO À MULHER À CRIANÇA E O ADOLESCENTE VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E SITUAÇÃO DE RISCO;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ ITAQUERA;120;31868
CASA DE ISABEL CENTRO DE APOIO À MULHER À CRIANÇA E O ADOLESCENTE VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E SITUAÇÃO DE RISCO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;GENTE DA GENTE;60;33373
CASA DE ISABEL CENTRO DE APOIO À MULHER À CRIANÇA E O ADOLESCENTE VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E SITUAÇÃO DE RISCO;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ SÃO MIGUEL PAULISTA;120;31868
CASA DO CRISTO REDENTOR;Núcleo de Apoio à Inclusão Social Para Pessoas com Deficiência I para Crianças de 0 a 6 Anos;PROJETO CRIANDO ASAS;60;20866
CASA DO CRISTO REDENTOR;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA VOVÔ NELSON;20;80481
CASA DO CRISTO REDENTOR;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA VOVÓ MATILDE;20;80814
CASA DO CRISTO REDENTOR;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;VOVÓ CECÍLIA - UNIDADE III;20;82638
CASA DO CRISTO REDENTOR;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;ALEGRIA DE VIVER;60;40943
CASA DO CRISTO REDENTOR;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CASA DO CRISTO REDENTOR;60;25332
CASA DO CRISTO REDENTOR;REPÚBLICA PARA JOVENS DE 18 A 21 ANOS;CASA FEMININA E CASA MASCULINA;12;27491
CASA FREI REGINALDO DE ACOLHIDA À CRIANÇA E AO IDOSO - CAFRACI;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE / MA CAFRACI;120;67372
CASA FREI REGINALDO DE ACOLHIDA À CRIANÇA E AO IDOSO - CAFRACI;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;GRAJAU;90;55320
CASA JESUS, AMOR E CARIDADE;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;0;60;29070
CASA JESUS, AMOR E CARIDADE;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;0;60;41692
CASA JOSÉ COLTRO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CASA JOSÉ COLTRO;180;55129
CASA JOSÉ COLTRO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP CASA JOSÉ COLTRO;120;61301
CASA PADRE MOYE;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CENTRO SOCIAL SÃO JOSÉ;120;37738
CENTRO COMUNITÁRIO BENEFICENTE CONJUNTO HABITACIONAL CASTRO ALVES E ADJACENTES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CEBECH;120;41208
CENTRO COMUNITÁRIO BENEFICENTE CONJUNTO HABITACIONAL CASTRO ALVES E ADJACENTES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CEBECH INÁCIO MONTEIRO;120;46549
CENTRO COMUNITÁRIO CATÓLICO E OBRAS SOCIAIS OSCAR ROMERO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTA LÚCIA;180;55129
CENTRO COMUNITÁRIO CATÓLICO E OBRAS SOCIAIS OSCAR ROMERO;Serviço de Acolhimento Institucional para Crianças de 0 a 6 Anos;CASA AUXILIADORA I ;20;92219
CENTRO COMUNITÁRIO CATÓLICO E OBRAS SOCIAIS OSCAR ROMERO;Serviço de Acolhimento Institucional para Crianças de 0 a 6 Anos;CASA AUXILIADORA II;20;92219
CENTRO COMUNITÁRIO DA CRIANÇA E DO ADOLESCENTE;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;PADRE BATISTA;20;64000
CENTRO COMUNITÁRIO DA CRIANÇA E DO ADOLESCENTE;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;ESPERANÇA;60;25332
CENTRO COMUNITÁRIO DA CRIANÇA E DO ADOLESCENTE;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;ALEGRIA;180;55129
CENTRO COMUNITARIO DO JARDIM JAPÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;IRMÃ CARMELITA;60;28373
CENTRO COMUNITÁRIO E CRECHE SINHAZINHA MEIRELLES ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SINHAZINHA MEIRELLES;180;55129
CENTRO COMUNITÁRIO E PAROQUIAL DO JARDIM BRASIL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM BRASIL;180;60037
CENTRO COMUNITÁRIO E RECREATIVO DO JARDIM MACEDÔNIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM MACEDÔNIA;120;41208
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ MÃE SOFIA;120;39986
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;ROSA MÍSTICA;150;48798
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP ANNA LAPINI;320;150471
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM SILVEIRA;120;37738
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;IRMÃ AGOSTINA;180;55129
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM SABIÁ (CNPJ sob o nº 57.184.723/0015-00);120;37738
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF GRAJAÚ I;1000;58187
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA SAGRADA FAMÍLIA;20;73123
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;FREI REGINALDO;180;55129
CENTRO COMUNITÁRIO JARDIM AUTÓDROMO;CENTRO DIA PARA IDOSO;0;30;85226
CENTRO COMUNITÁRIO JARDIM IPANEMA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM IPANEMA;240;67535
CENTRO COMUNITÁRIO JOÃO PAULO I;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JOÃO PAULO I;300;82721
CENTRO COMUNITÁRIO NOSSA SENHORA APARECIDA - CCNSA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA NOSSA SENHORA APARECIDA;240;72872
CENTRO COMUNITÁRIO NOSSA SENHORA APARECIDA - CCNSA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI SÃO FRANCISCO DE ASSIS;100;18446
CENTRO COMUNITÁRIO NOSSA SENHORA APARECIDA - CCNSA;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE / MA CACHOEIRINHA;90;54542
CENTRO COMUNITÁRIO NOSSA SENHORA APARECIDA - CCNSA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ EUCALIPTOS;60;32737
CENTRO COMUNITÁRIO NOSSA SENHORA APARECIDA - CCNSA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM ANTÁRTICA;120;41208
CENTRO COMUNITÁRIO NOSSA SENHORA APARECIDA - CCNSA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SÃO JOSÉ;120;41208
CENTRO COMUNITÁRIO NOSSA SENHORA APARECIDA - CCNSA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF CACHOEIRINHA;1000;64558
CENTRO COMUNITÁRIO SANTA INÊS - CECOSI;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CECOSI;240;67535
CENTRO DE AÇÃO CRISTÃ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CENTRO DE AÇÃO CRISTÃ;180;60037
CENTRO DE AÇÃO SOCIAL ESPAÇO LIVRE;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;ESPAÇO LIVRE;80;50514
CENTRO DE APOIO COMUNITÁRIO DE PERUS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA PERUA - UM PASSO PARA A VIDA LAR DAS CRIANÇAS;120;37738
